Id,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
320,MICROTEK EM4160 Automatic Voltage Digital Display Wall Mounted Stabilizer for AC up to 1.5 ton (Metallic Grey),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61gPX54zQ+L._AC_UL320_.jpg,https://www.amazon.in/Microtek-EM4160-160V-285V-Digital-Stabilizer/dp/B075HH96CH/ref=sr_1_321?qid=1679135604&s=appliances&sr=1-321,4.1,"8,045","₹1,799","₹3,590"
321,"Elite Products Front Load Washing Machine Cover Suitable for 6.5 kg, 7kg & 7.5 KG (Fits for IFB,LG,Samsung) Waterproof & D...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81ejw-nL3aL._AC_UL320_.jpg,https://www.amazon.in/Products-Washing-Machine-Machines-Suitable/dp/B07SQPMJ66/ref=sr_1_322?qid=1679135604&s=appliances&sr=1-322,4.3,"1,173",₹475,"₹1,499"
322,Inalsa Vacuum Cleaner Wet and Dry Micro WD10 with 3in1 Multifunction Wet/Dry/Blowing| 14KPA Suction and Impact Resistant P...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71S82XQNUOL._AC_UL320_.jpg,https://www.amazon.in/Inalsa-Micro-WD10-1000W-Multifunction-Resistant/dp/B07SLNG3LW/ref=sr_1_323?qid=1679135604&s=appliances&sr=1-323,3.9,"8,333","₹3,515","₹10,295"
323,"Kitchenwell Multi-Purpose Refrigerator Stand,Furniture Base Stand, Washing Machine Stand,Fridge Stand for Single Door and ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61yrPiC9tVL._AC_UL320_.jpg,https://www.amazon.in/Kitchenwell-Multi-Purpose-Refrigerator-Stand-Furniture/dp/B0B4GHBKQ1/ref=sr_1_324?qid=1679135604&s=appliances&sr=1-324,4.0,784,,₹99
324,"Prestige Popular Stainless Steel Outer Lid Pressure Cooker, 3 Litres, Silver",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51GhzhSWGFL._AC_UL320_.jpg,https://www.amazon.in/Prestige-Popular-Stainless-Steel-Pressure/dp/B074DCTWFW/ref=sr_1_325?qid=1679135604&s=appliances&sr=1-325,4.1,"5,816","₹1,785","₹2,030"
325,wolpin 1Pc Fridge Cover for Top Double Door with 6 Utility Pockets Designer Prints Waterproof,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61rNr24pYaL._AC_UL320_.jpg,https://www.amazon.in/wolpin-Utility-Pockets-Designer-Waterproof/dp/B0B55F11YP/ref=sr_1_326?qid=1679135604&s=appliances&sr=1-326,3.8,150,₹239,₹999
326,SUPERSTUD Electric Juicer 6 Blade Rechargable Portable USB Bottle Blender Shaker Juicer A 2000 Juicer Mixer Grinder (1 Ja...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71VxiBkjTHL._AC_UL320_.jpg,https://www.amazon.in/SUPERSTUD-Rechargable-Blender-Shaker-Multicolor/dp/B0BGM39HDL/ref=sr_1_327?qid=1679135604&s=appliances&sr=1-327,4.3,371,₹879,"₹1,999"
327,"Inalsa Chopper Bullet Inox - 450 Watts with Variable Speed and Pure Copper Motor, Dual Layered Blade, 900ml Capacity (Blac...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/5121nS8-k7L._AC_UL320_.jpg,https://www.amazon.in/Chopper-Bullet-Inox-450W-Variable-Capacity/dp/B088X13S1L/ref=sr_1_328?qid=1679135604&s=appliances&sr=1-328,4.4,"6,255","₹1,854","₹2,395"
328,"Godrej 180 L 2 Star Direct-Cool Inverter Single Door Refrigerator(RD EDGE 205B WRF PP BL, Pep Blue, with Jumbo Vegetable T...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61FUkX14rXL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Refrigerator-EDGE-205B-WRF/dp/B0BS6XQVD1/ref=sr_1_329?qid=1679135604&s=appliances&sr=1-329,4.1,642,"₹12,490","₹17,500"
329,Havells Water Proof Immersion Water Heater HB 15 1500 Watt (White Blue),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71eRRVyEKiL._AC_UL320_.jpg,https://www.amazon.in/Havells-Immersion-HB15-1500-White/dp/B088ZTJT2R/ref=sr_1_330?qid=1679135604&s=appliances&sr=1-330,4.2,"18,43",,₹795
330,"Whirlpool 7 Kg 5 Star Semi-Automatic Top Loading Washing Machine (SUPERB ATOM 70I Grey Dazzle, TurboScrub Technology)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51TGSdVI1aL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-SUPERB-ATOM-GREY-DAZZLE/dp/B07WGD8QQT/ref=sr_1_331?qid=1679135604&s=appliances&sr=1-331,4.3,"10,025","₹10,240","₹12,600"
331,"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beat...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61-UxCk-y+L._AC_UL320_.jpg,https://www.amazon.in/Zuvexa-Rechargeable-Electric-Foam-Maker/dp/B0BLC2BYPX/ref=sr_1_332?qid=1679135604&s=appliances&sr=1-332,4.3,216,₹499,"₹1,299"
332,CILICAnT Silica Gel White 5 Gram (80 Pcs) Silica Gel Packets Desiccant Dehumidifiers for Moisture Absorption (White) (5 gr...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81Ckp3m-tlL._AC_UL320_.jpg,https://www.amazon.in/CILICAnT-Silica-Gel-Pack-White/dp/B0953DT8VY/ref=sr_1_333?qid=1679135604&s=appliances&sr=1-333,4.4,963,₹179,₹285
333,Orpat OEH-1220 2000-Watt Fan Heater (White),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81Pm1MEvURL._AC_UL320_.jpg,https://www.amazon.in/Orpat-OEH-1220-2000-Watt-Heater-White/dp/B00B7GHQQW/ref=sr_1_334?qid=1679135604&s=appliances&sr=1-334,4.1,"44,071","₹1,050","₹1,295"
334,TATA Swach Cristella Advance Blue Water Purifier - 18 Liters (Gravity),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61nCoOHKyML._AC_UL320_.jpg,https://www.amazon.in/Swach-Cristella-Advance-Water-Purifier/dp/B07D3R62MH/ref=sr_1_335?qid=1679135604&s=appliances&sr=1-335,3.8,"3,763","₹2,649","₹2,799"
335,atomberg Renesa 400mm Wall-Mounted Fan for Home | High Speed BLDC Motor with Remote Control (Midnight Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51hv9jCbRrL._AC_UL320_.jpg,https://www.amazon.in/atomberg-Renesa-Wall-Mounted-Control-Midnight/dp/B0BGC19X9B/ref=sr_1_336?qid=1679135604&s=appliances&sr=1-336,4.7,4,"₹3,750","₹5,440"
336,AVNISH Tap Water Purifier Filter Faucet 6 Layer Carbon Activated Dust Chlorine Remover Water Softener for Drinking Cartrid...,appliances,All Appliances,https://m.media-amazon.com/images/I/41jJsvzPK0L._AC_UL320_.jpg,https://www.amazon.in/AVNISH-Filter-Layer-Taps-Filtration/dp/B0BHYLCL19/ref=sr_1_337?qid=1679135605&s=appliances&sr=1-337,3.4,124,₹193,₹399
337,"Amazon Basics 300 W Hand Blender with Stainless Steel Stem for Hot/Cold Blending and In-Built Cord Hook, ISI-Marked, Black",appliances,All Appliances,https://m.media-amazon.com/images/I/517er3i6s6L._AC_UL320_.jpg,https://www.amazon.in/Amazon-Basics-Stainless-Blending-ISI-Marked/dp/B0B9RZ4G4W/ref=sr_1_338?qid=1679135605&s=appliances&sr=1-338,4.0,182,₹899,"₹1,999"
338,"Philips Viva Collection Hd4938/01 2100-Watt Glass Induction Cooktop With Sensor Touch (Black), Sealed",appliances,All Appliances,https://m.media-amazon.com/images/I/51c3j0ZcEaL._AC_UL320_.jpg,https://www.amazon.in/Philips-Collection-HD4938-01-2100-Watt/dp/B00EDJIWFY/ref=sr_1_339?qid=1679135605&s=appliances&sr=1-339,4.3,"7,039","₹4,499","₹4,995"
339,"iBELL SM1301 3-in-1 Sandwich Maker with Detachable Plates for Toast / Waffle / Grill , 750 Watt (Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/71J+v3mcn6L._AC_UL320_.jpg,https://www.amazon.in/SM1301-Sandwich-Detachable-Plates-Waffle/dp/B09XRBJ94N/ref=sr_1_340?qid=1679135605&s=appliances&sr=1-340,4.4,836,"₹2,185","₹4,600"
340,Libra Roti Maker electric automatic | chapati maker electric automatic | roti maker machine with 900 Watts for making Rot...,appliances,All Appliances,https://m.media-amazon.com/images/I/61u-rzqPJML._AC_UL320_.jpg,https://www.amazon.in/Libra-Athena-Roti-Maker-Black/dp/B018SJJ0GE/ref=sr_1_341?qid=1679135605&s=appliances&sr=1-341,4.4,734,"₹1,999","₹2,999"
341,"RiverSoft SFC-15 PRO Filter Cartridge for Hard Water with 15 stage, Cartridge only (PP, White)",appliances,All Appliances,https://m.media-amazon.com/images/I/61u2N6-33kL._AC_UL320_.jpg,https://www.amazon.in/RiverSoft-SFC-15-Cartridge-Enhanced-Formulation/dp/B07VY58WXN/ref=sr_1_342?qid=1679135605&s=appliances&sr=1-342,4.0,838,₹569,"₹2,499"
342,Suzec H2O Hand Press Manual Water Pump Dispenser for 20 Litre Drinking Bottle Can for Home Office Outdoor (Support All Bra...,appliances,All Appliances,https://m.media-amazon.com/images/I/51QI66ZtYwL._AC_UL320_.jpg,https://www.amazon.in/Suzec-Dispenser-Drinking-Outdoor-Support/dp/B0B2X25JH7/ref=sr_1_343?qid=1679135605&s=appliances&sr=1-343,2.6,94,₹169,₹999
343,"Philips Air Purifier Ac2887/20,Vitashield Intelligent Purification,Long Hepa Filter Life Upto 17000 Hours,Removes 99.9% Ai...",appliances,All Appliances,https://m.media-amazon.com/images/I/41hFFsmO3WL._AC_UL320_.jpg,https://www.amazon.in/Philips-AeraSense-AC2887-20-Purifier/dp/B01KCSGBU2/ref=sr_1_344?qid=1679135605&s=appliances&sr=1-344,4.3,"2,099","₹18,999","₹23,559"
344,Prestige Multi Cooker 1 Litre - PMC 1.0+,appliances,All Appliances,https://m.media-amazon.com/images/I/51aJFGuhmWL._AC_UL320_.jpg,https://www.amazon.in/Prestige-Multi-Cooker-Litre-PMC/dp/B07TPJRT8C/ref=sr_1_345?qid=1679135605&s=appliances&sr=1-345,3.9,"4,844","₹1,517","₹1,600"
345,V-Guard VGSD 100 Supreme Refrigerator Stabilizer (for Single or Double Door Refrigerator Between 300 to 600 Litre/One Deep...,appliances,All Appliances,https://m.media-amazon.com/images/I/71C3BUPqW9L._AC_UL320_.jpg,https://www.amazon.in/V-Guard-Stabilizer-Supreme-Double-Refrigerator/dp/B077GNST69/ref=sr_1_346?qid=1679135605&s=appliances&sr=1-346,4.4,"3,412","₹2,698","₹3,390"
346,V-Guard VGSD 50 Supreme Stabilizer for Refrigerator for Single/Double Door Fridges up to 300 Litre (Capacity: 2 A) (Grey),appliances,All Appliances,https://m.media-amazon.com/images/I/714ITmcb9ML._AC_UL320_.jpg,https://www.amazon.in/guard-Ref-stabilizer-VGSD-Supreme/dp/B075XKYCJS/ref=sr_1_347?qid=1679135605&s=appliances&sr=1-347,4.4,"3,111","₹1,848","₹2,350"
347,"Country Bean Stainless Steel Milk Frother, for Hot and Cold Coffee, Coffee Foam Maker, Double Froth Pump (400Ml)",appliances,All Appliances,https://m.media-amazon.com/images/I/61uHi4M2VdL._AC_UL320_.jpg,https://www.amazon.in/Country-Bean-Stainless-Frother-Double/dp/B08MVF6KB5/ref=sr_1_348?qid=1679135605&s=appliances&sr=1-348,4.2,"2,01",₹899,"₹1,500"
348,"Whirlpool 192 L 3 Star Inverter Direct-Cool Single Door Refrigerator (215 VMPRO PRM 3S INV MAGNUM STEEL-Z, Magnum Steel, A...",appliances,All Appliances,https://m.media-amazon.com/images/I/51xiFMf34gL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Inverter-Direct-Cool-Refrigerator-Technology/dp/B0BSRV8C8Y/ref=sr_1_349?qid=1679135605&s=appliances&sr=1-349,4.0,943,"₹15,290","₹21,600"
349,CYBUY Electric Juicer 6 Blade Rechargable Portable USB Bottle Blender Shaker Juicer A 2000 Juicer Mixer Grinder (USB JUICER),appliances,All Appliances,https://m.media-amazon.com/images/I/41GPlpmTAVL._AC_UL320_.jpg,https://www.amazon.in/CYBUY-Electric-Rechargable-USB-JUICER/dp/B0BT7ZM2YQ/ref=sr_1_350?qid=1679135605&s=appliances&sr=1-350,4.3,124,₹899,"₹2,599"
350,"Preethi MGA-502 0.4-Litre Grind and Store Jar (White), stainless steel, Set of 1",appliances,All Appliances,https://m.media-amazon.com/images/I/815Vytgh2kL._AC_UL320_.jpg,https://www.amazon.in/Preethi-MGA-502-0-4-Litre-Grind-Store/dp/B012ELCYUG/ref=sr_1_351?qid=1679135605&s=appliances&sr=1-351,4.2,"8,151",,₹635
351,ALUMERIA Rechargeable Portable USB Juicer Bottle Electric Mixer Portable Blender Smoothie Maker Grinder - 6 Stainless Stea...,appliances,All Appliances,https://m.media-amazon.com/images/I/61SPdw4KV2L._AC_UL320_.jpg,https://www.amazon.in/ALUMERIA-Rechargeable-Portable-Juicer-Bottle/dp/B0BVVQ438Q/ref=sr_1_352?qid=1679135605&s=appliances&sr=1-352,3.1,4,₹699,"₹2,499"
352,"Kuber Industries Refrigerator Drawer Mat|Rectangular Shape & Water Proof PVC Material,Pack Of 6 (Multicolour ) ,Polyvinyl ...",appliances,All Appliances,https://m.media-amazon.com/images/I/71IEzmZ9j9L._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Piece-Refrigerator-Drawer/dp/B07116T27S/ref=sr_1_353?qid=1679135605&s=appliances&sr=1-353,4.0,"27,321",₹167.20,₹219
353,"Whirlpool 1.5 Ton 3 Star, Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling Mode, HD Filter 2023 Model, S3K1...",appliances,All Appliances,https://m.media-amazon.com/images/I/51vyGNOskVL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Flexicool-Inverter-Convertible-Cooling/dp/B0BR5RF5KT/ref=sr_1_354?qid=1679135605&s=appliances&sr=1-354,3.9,"3,67","₹32,790","₹62,000"
354,Bosch Aquatak 125 1500-Watt High Pressure Washer,appliances,All Appliances,https://m.media-amazon.com/images/I/717wYrO+b0L._AC_UL320_.jpg,https://www.amazon.in/Bosch-Aquatak-125-1500-Watt-Pressure/dp/B07BLCWPNR/ref=sr_1_355?qid=1679135605&s=appliances&sr=1-355,4.2,"7,098","₹9,899","₹17,499"
355,"Aquadpure RO Water Purifier With Alkaline, UV+UF+TDS, Active Copper and Taste Adjuster, Wall or Countertop Installation, 1...",appliances,All Appliances,https://m.media-amazon.com/images/I/617xDyb7TaL._AC_UL320_.jpg,https://www.amazon.in/Aquadpure-Alkaline-Copper-Installation-Transparent/dp/B0BJBBQFZW/ref=sr_1_356?qid=1679135605&s=appliances&sr=1-356,4.3,492,"₹5,099","₹5,149"
356,Havells 1200mm Glaze BLDC Ceiling Fan (Bianco),appliances,All Appliances,https://m.media-amazon.com/images/I/51dWdymeNYL._AC_UL320_.jpg,https://www.amazon.in/Havells-1200mm-Glaze-Ceiling-Bianco/dp/B0B4G4BJ8D/ref=sr_1_357?qid=1679135605&s=appliances&sr=1-357,3.8,433,"₹2,798","₹4,510"
357,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,appliances,All Appliances,https://m.media-amazon.com/images/I/51aq+Ytnt0L._AC_UL320_.jpg,https://www.amazon.in/Philips-GC1920-28-1440-Watt-Non-Stick/dp/B008LN8KDM/ref=sr_1_358?qid=1679135605&s=appliances&sr=1-358,4.3,"7,834","₹1,899","₹2,095"
358,"Whirlpool 6 Kg 5 Star Royal Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL 6.0 GENX, Satin Grey, Hard Water...",appliances,All Appliances,https://m.media-amazon.com/images/I/511tXz6RWYL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Fully-Automatic-WHITEMAGIC-ROYAL-6-0/dp/B08R8DGDSK/ref=sr_1_359?qid=1679135605&s=appliances&sr=1-359,4.3,"1,955","₹13,990","₹16,800"
359,Orient Electric I Tome 1200mm 26W Intelligent BLDC Energy Saving Ceiling Fan with Remote| 3 Year On-Site Manufacturer's Wa...,appliances,All Appliances,https://m.media-amazon.com/images/I/6145fePGZiL._AC_UL320_.jpg,https://www.amazon.in/Orient-Electric-1200mm-ceiling-Remote/dp/B09BJG5K8J/ref=sr_1_360?qid=1679135605&s=appliances&sr=1-360,3.7,"3,531","₹3,559","₹5,235"
360,V-Guard VG 400 Voltage Stabilizer (328 x 216 x 152 MM)(Grey),appliances,All Appliances,https://m.media-amazon.com/images/I/81MHFw-nFkL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-400-Voltage-Stabilizer-Grey/dp/B00G25IKDQ/ref=sr_1_361?qid=1679135607&s=appliances&sr=1-361,4.2,"10,967","₹1,713","₹2,600"
361,"Prestige Aluminium Omega Deluxe Granite Fry Pan, 24 cm, Black (36305)",appliances,All Appliances,https://m.media-amazon.com/images/I/61Nh0dNqbsL._AC_UL320_.jpg,https://www.amazon.in/Prestige-Omega-Deluxe-Granite-36305/dp/B00QWQ17PS/ref=sr_1_362?qid=1679135607&s=appliances&sr=1-362,4.3,"7,254",₹977,"₹1,010"
362,"7"" Mini Portable Air Conditioner, 3-IN-1 Small Evaporative Air Cooler, USB Powered &USB Rechargeable Personal Air Cooler ...",appliances,All Appliances,https://m.media-amazon.com/images/I/71XZNxGbnSL._AC_UL320_.jpg,https://www.amazon.in/Portable-Conditioner-Evaporative-Rechargeable-Humidifier/dp/B0BT5VYCWV/ref=sr_1_363?qid=1679135607&s=appliances&sr=1-363,1.7,3,"₹2,499","₹4,999"
363,"Samsung 28 L Convection Microwave Oven (MC28A5013AK/TL, Black, Curd Anytime)",appliances,All Appliances,https://m.media-amazon.com/images/I/717Kju6Tu2L._AC_UL320_.jpg,https://www.amazon.in/Samsung-Convection-Microwave-MC28A5013AK-TL/dp/B09XBMXQ34/ref=sr_1_364?qid=1679135607&s=appliances&sr=1-364,4.3,"3,467","₹11,590","₹15,590"
364,"Whirlpool 6 Kg 5 Star Semi-Automatic Top Loading Washing Machine (SUPERB ATOM 60I, Grey Dazzle)",appliances,All Appliances,https://m.media-amazon.com/images/I/51TGSdVI1aL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Semi-Automatic-SUPERB-ATOM-60I/dp/B083G1WGLF/ref=sr_1_365?qid=1679135607&s=appliances&sr=1-365,4.3,"2,721","₹8,990","₹10,000"
365,"AGARO LR2001 Lint Remover, Rechargeable for Woolen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpets, Cur...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Ls9e5MSPS._AC_UL320_.jpg,https://www.amazon.in/AGARO-Rechargeable-Sweaters-Blankets-Curtains/dp/B0979G8P1J/ref=sr_1_366?qid=1679135607&s=appliances&sr=1-366,4.3,"1,427",₹757,"₹1,199"
366,Whirlpool Combo Pack Of 3 Scalegon For Front/Top Loading Washing Machine - 300Gm,appliances,All Appliances,https://m.media-amazon.com/images/I/51gpmd2kjvL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Pack-Scalegon-Loading-Washing/dp/B00LOA55DC/ref=sr_1_367?qid=1679135607&s=appliances&sr=1-367,3.8,782,,
367,"Samsung 1.5 Ton 3 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Easy Filter Plus (Anti-Bacteria), 2023 ...",appliances,All Appliances,https://m.media-amazon.com/images/I/51dPET0mdFL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Convertible-Anti-Bacteria-AR18CYLZABE/dp/B0BRQCYQHK/ref=sr_1_368?qid=1679135607&s=appliances&sr=1-368,3.8,312,"₹35,499","₹60,990"
368,"Gadgetronics Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking (10 KGs,1 Yea...",appliances,All Appliances,https://m.media-amazon.com/images/I/61Vt5Egqf4L._AC_UL320_.jpg,https://www.amazon.in/Gadgetronics-Weighing-Warranty-Batteries-Included/dp/B0B694PXQJ/ref=sr_1_369?qid=1679135607&s=appliances&sr=1-369,4.3,175,₹799,"₹2,999"
369,atomberg Studio+ 1200mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Sp...,appliances,All Appliances,https://m.media-amazon.com/images/I/61P6mshzgBL._AC_UL320_.jpg,https://www.amazon.in/Atomberg-Studio-Ceiling-Formerly-Gorilla/dp/B086Z83226/ref=sr_1_370?qid=1679135607&s=appliances&sr=1-370,4.0,"2,619","₹5,270","₹7,790"
370,atomberg Ikano 1200mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Spee...,appliances,All Appliances,https://m.media-amazon.com/images/I/5155vBUfcNL._AC_UL320_.jpg,https://www.amazon.in/Atomberg-Ikano-Energy-Saving-Ceiling/dp/B0B2DP5F65/ref=sr_1_371?qid=1679135607&s=appliances&sr=1-371,4.1,543,"₹3,120","₹4,349"
371,"Eureka Forbes Wet & Dry Ultimo 1400 Watts Multipurpose Vacuum Cleaner,Power Suction & Blower with 20 litres Tank Capacity,...",appliances,All Appliances,https://m.media-amazon.com/images/I/612lN03YkZL._AC_UL320_.jpg,https://www.amazon.in/Eureka-Forbes-Wet-Dry-Ultimo/dp/B07Z51CGGH/ref=sr_1_372?qid=1679135607&s=appliances&sr=1-372,3.8,"3,495","₹6,199","₹9,999"
372,"Nova Lint Remover/Shavers Cum Fuzz Remover for All Woolens (Sweaters, Blankets, Jackets) Lint Roller",appliances,All Appliances,https://m.media-amazon.com/images/I/61Xf5m9RWyL._AC_UL320_.jpg,https://www.amazon.in/Remover-Shavers-Woolens-Sweaters-Blankets/dp/B09M4DQPWW/ref=sr_1_373?qid=1679135607&s=appliances&sr=1-373,4.2,36,₹355,₹999
373,"Amazon Brand Solimo Laundry Basket with Lid, 55 Litres, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/81WR7HNbOCL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-Laundry-Basket/dp/B0BCR2GJTF/ref=sr_1_374?qid=1679135607&s=appliances&sr=1-374,2.6,39,₹829,"₹1,059"
374,"AmazonBasics Wet and Dry Vacuum Cleaner with 20 kPa Power Suction, Low Sound, High Energy Efficiency and Blower Function w...",appliances,All Appliances,https://m.media-amazon.com/images/I/71cT7e-XNIL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Cleaner-Suction-Efficiency-Warranty/dp/B084HZPLD2/ref=sr_1_375?qid=1679135607&s=appliances&sr=1-375,4.0,"5,258","₹3,699","₹7,000"
375,"AGARO Grand 1000 Watts Hand Blender With Chopper, Jar & Whisker, 2 Variable Speed Modes & Speed Regulator, Stainless Steel...",appliances,All Appliances,https://m.media-amazon.com/images/I/71a3LXfkYbL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Regulator-Stainless-400mmx60mm-33635/dp/B09MHT9JHD/ref=sr_1_376?qid=1679135607&s=appliances&sr=1-376,4.4,"1,219","₹2,464","₹4,499"
376,"Panasonic 20L Solo Microwave Oven (NN-SM25JBFDG,Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/71Mypa2Lz9L._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Solo-Microwave-NN-SM25JBFDG-Black/dp/B08DYCWC9R/ref=sr_1_377?qid=1679135607&s=appliances&sr=1-377,4.4,"2,375","₹5,390","₹6,790"
377,"Sujata Blender Plastic Jar, 1750 ml, (White)",appliances,All Appliances,https://m.media-amazon.com/images/I/31HoWZAbHZL._AC_UL320_.jpg,https://www.amazon.in/Sujata-Blender-Jar-ONLY-SUJATA/dp/B010B6AZGQ/ref=sr_1_378?qid=1679135607&s=appliances&sr=1-378,4.4,"1,82",₹899,₹945
378,"Pigeon Basics Non Induction Base Nons tick Aluminium Cookware set, including Nonstick Dosa Tawa, Nonstick Kadai With Glass...",appliances,All Appliances,https://m.media-amazon.com/images/I/61JlllBcGpL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Basics-Aluminium-Nonstick-Cookware/dp/B07DR77G6N/ref=sr_1_379?qid=1679135607&s=appliances&sr=1-379,3.7,"24,804","₹1,199","₹3,295"
379,"Lloyd 1.0 Ton 5 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Chr...",appliances,All Appliances,https://m.media-amazon.com/images/I/31IXlxIPsOL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Inverter-Convertible-Anti-Viral-GLS12I5FWBEV/dp/B0BRKXFVVJ/ref=sr_1_380?qid=1679135607&s=appliances&sr=1-380,4.1,88,"₹34,000","₹57,990"
380,"AmazonBasics Cylinder Bagless Vacuum Cleaner with Power Suction, Low Sound, High Energy Efficiency and 2 Years Warranty (...",appliances,All Appliances,https://m.media-amazon.com/images/I/71-QiEqDpZL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-VCS35B15K-C-1-5-Litre-Bagless-Cylinder/dp/B07H3N8RJH/ref=sr_1_381?qid=1679135607&s=appliances&sr=1-381,4.1,"12,212","₹3,299","₹6,000"
381,"Oratech Coffee Frother electric, milk frother electric, coffee beater, cappuccino maker, Coffee Foamer, Mocktail Mixer, Co...",appliances,All Appliances,https://m.media-amazon.com/images/I/61vzPpYkDrL._AC_UL320_.jpg,https://www.amazon.in/Oratech-electric-cappuccino-Mocktail-Multicolour/dp/B0BQ3K23Y1/ref=sr_1_382?qid=1679135607&s=appliances&sr=1-382,3.9,241,₹299,₹999
382,KENT Gold Optima Gravity Water Purifier (11016) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 10L S...,appliances,All Appliances,https://m.media-amazon.com/images/I/61qHhhWiG-L._AC_UL320_.jpg,https://www.amazon.in/Gold-Optima-10-Litres-Non-electric-Purifier/dp/B009DA69W6/ref=sr_1_383?qid=1679135607&s=appliances&sr=1-383,3.6,"11,709","₹1,890","₹2,000"
383,Samsung 189 L 5 Star Inverter Direct-Cool Single Door Refrigerator(RR21C2H25S8/HL),appliances,All Appliances,https://m.media-amazon.com/images/I/61-oBRR7TbL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR21C2H25S8-HL/dp/B0BR3YBZKD/ref=sr_1_384?qid=1679135607&s=appliances&sr=1-384,4.3,852,"₹17,290","₹25,999"
384,"Meat Up Chicken Flavour Real Chicken Dog Biscuit For All Life Stages, 1kg (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81eKrwo4VKL._AC_UL320_.jpg,https://www.amazon.in/Meatup-Chicken-Flavour-Biscuit-Treats/dp/B079T88XLM/ref=sr_1_1?qid=1679214629&s=pet-supplies&sr=1-1,4.2,"36,349",₹328,₹349
